feedback_id,customer_id,feedback_text,feedback_category,date,sentiment,response_required,response_time,resolved
558,4826,Space parent across figure wife full do police vote tell.,Pricing,2024-04-22,neutral,No,17.51402495206584,No
559,3140,Road drug think grow network news program affect above most government these major.,Pricing,2024-07-30,negative,No,42.95271219529018,No
560,2685,People attention technology build.,Product Quality,2024-08-09,negative,No,,Yes
561,1963,Daughter go event.,Product Quality,2024-08-18,positive,Yes,24.40927117409042,No
562,1309,Mr poor material tree laugh game focus foreign then great hospital.,Customer Support,2024-07-04,positive,Yes,,Yes
563,4926,By check student medical rather.,Customer Support,2024-08-26,positive,No,,No
564,1556,Water hospital end long clearly Mr fast amount myself the relate medical agree financial source one and.,Delivery,2024-06-06,positive,Yes,,Yes
565,2805,Traditional voice because film concern travel try herself moment determine employee guess will evening.,Customer Support,2024-05-24,positive,Yes,,No
566,1045,On class little bag especially.,Delivery,2024-07-28,negative,No,,Yes
567,4029,Nothing consider weight station subject break various question national center choose.,Customer Support,2024-02-20,negative,Yes,37.584871924125764,No
568,4702,Major together region future while.,Product Quality,2024-05-01,positive,No,,Yes
569,4781,Many light director mind.,Delivery,2024-02-08,neutral,Yes,,No
570,4123,Though front major rise more would decision rest rule building what quite since spring consider machine task.,Product Quality,2024-06-24,negative,Yes,27.542771812850035,Yes
571,3502,Whole several full high movie trouble indeed fill per against arm science.,Pricing,2024-05-25,neutral,No,,No
572,4287,Even strong more build.,Product Quality,2024-04-24,positive,No,28.235190976061766,No
573,2541,At everybody room door first floor list down single close quickly cost actually.,Product Quality,2024-06-25,negative,Yes,,Yes
574,3281,Measure beyond season speech bar remember soldier expect unit under.,Customer Support,2024-02-12,neutral,Yes,28.59342996524162,Yes
575,3545,Floor matter me sign draw interview several against.,Delivery,2024-01-22,neutral,No,36.17475861870764,Yes
576,2022,Respond individual also north husband seem pull window prepare size everybody prevent relationship marriage.,Delivery,2024-01-10,negative,No,,Yes
577,1700,Type short apply imagine per growth there great respond room security.,Pricing,2024-04-15,positive,No,13.315853863967005,Yes
578,3446,Culture happen off ask give help seem similar provide.,Pricing,2024-06-19,negative,No,20.890724625898063,Yes
579,1628,Letter month hit.,Delivery,2024-01-09,positive,No,,Yes
580,3713,Best rich movie answer program next business later trouble vote human let treatment allow everything any ask.,Product Quality,2024-01-19,positive,Yes,,No
581,2911,Produce reveal entire.,Customer Support,2024-01-26,positive,Yes,19.426296034712344,Yes
582,3848,Treat upon life star woman deep others class possible southern brother between cut rest.,Product Quality,2024-05-21,positive,No,,Yes
583,1504,Never instead might role economy consider red teacher whole.,Customer Support,2024-02-22,neutral,No,,Yes
584,3727,First against read fear break of interest ask either kid yet partner.,Delivery,2024-05-07,neutral,Yes,,No
585,3065,Sound month weight million group quickly bring.,Pricing,2024-07-02,positive,Yes,,Yes
586,1710,Morning father member interview water risk wish network stand song thought certainly this good.,Product Quality,2024-08-17,negative,No,47.42659759241857,No
587,4060,Listen fly the.,Delivery,2024-07-06,positive,No,,Yes
588,1458,Organization responsibility face rest trade provide.,Delivery,2024-05-12,positive,Yes,,Yes
589,2996,Name smile practice social cup wait support director scene member water arm at.,Product Quality,2024-01-07,negative,Yes,,No
590,4831,Executive country economic work might.,Pricing,2024-05-13,negative,No,27.81662046650264,Yes
591,1215,Government eat reach source deal woman whose.,Delivery,2024-09-09,negative,No,,Yes
592,2301,Him single few cold once resource add bit type nature prove box true technology.,Product Quality,2024-07-31,neutral,No,,No
593,2109,Add consumer political speech dream herself morning answer add though receive name point politics deep as option serious.,Customer Support,2024-01-31,positive,Yes,,No
594,2788,Only each policy everyone yet according under evidence good customer door option report forget safe can ask mean success join.,Product Quality,2024-03-13,neutral,Yes,52.45915611064961,Yes
595,2041,Support model sing wind soon.,Customer Support,2024-06-02,negative,Yes,,Yes
596,4890,Politics time surface hair pressure world person.,Customer Support,2024-07-05,neutral,No,11.622836682996386,No
597,2505,Pressure hand material reason exactly because example white watch include face.,Delivery,2024-01-23,positive,Yes,,Yes
598,1631,Feeling look exactly mother science hotel discuss.,Delivery,2024-05-12,neutral,Yes,,Yes
599,1662,Way yet best.,Customer Support,2024-04-22,positive,No,,No
600,1809,Focus instead summer enough skill.,Pricing,2024-05-27,neutral,Yes,21.879560173763902,Yes
601,4157,Light with good.,Delivery,2024-09-04,neutral,Yes,,Yes
602,1283,Find deep clearly American baby surface friend inside hit dog production entire three billion treat strong state.,Product Quality,2024-03-04,negative,Yes,,Yes
603,2864,Condition artist bank college town nation appear music where production visit trouble air bill.,Pricing,2024-09-12,neutral,Yes,55.383525140820836,No
604,1164,Art option hair between see way help hot learn example single.,Customer Support,2024-07-20,negative,No,,No
605,1118,Reality nor despite hair woman mind tree character work race cup time.,Pricing,2024-03-22,neutral,No,,No
606,1331,Special her best change.,Product Quality,2024-04-20,positive,Yes,,No
607,2087,Five view mother paper later military public.,Pricing,2024-01-14,negative,No,,No
608,3621,Peace character fear them rich deep suddenly plan way country.,Delivery,2024-05-05,negative,No,28.89740101158917,Yes
609,1065,Indicate culture until employee alone take place audience central real win she music admit keep.,Pricing,2024-01-10,positive,Yes,,Yes
610,3176,International place teach similar have school common also leg who meet spring eat seem behind believe bit about federal.,Product Quality,2024-05-06,negative,No,56.71629263921692,No
611,2204,Me sport church hour choose miss if perform community.,Product Quality,2024-05-03,positive,No,58.7935249299565,Yes
612,1006,Mother state back specific.,Pricing,2024-09-01,neutral,No,,Yes
613,4411,Voice himself PM any impact fill audience but debate painting.,Product Quality,2024-02-25,negative,Yes,17.375819766701586,Yes
614,3672,Past capital section career consumer serve market forget who catch particular night.,Pricing,2024-06-06,negative,No,,Yes
615,4652,Character heart style current truth point policy agreement government easy manage.,Pricing,2024-02-11,neutral,Yes,15.118860054106982,Yes
616,3641,Animal see hotel two open play medical heavy into always attack debate teacher ahead tough relationship.,Product Quality,2024-01-28,neutral,Yes,23.651445117392306,No
617,1269,Hard war debate history strong east begin.,Customer Support,2024-05-17,neutral,No,,Yes
618,3552,World produce floor each hot book seat goal great until.,Product Quality,2024-04-18,negative,Yes,32.79775408965715,No
619,2357,Notice suffer entire rock raise sing step.,Product Quality,2024-07-15,negative,Yes,11.191983397918516,Yes
620,2709,Success make oil administration skin apply us than myself dog impact which loss.,Pricing,2024-08-09,neutral,Yes,,No
621,4753,Pressure they memory pick recently late newspaper report hair maybe weight wonder arm successful field.,Product Quality,2024-03-23,positive,Yes,,No
622,4785,Pm woman may box scene ask someone cultural four.,Customer Support,2024-07-31,neutral,No,43.3206088106899,No
623,3049,Environmental rise walk thought blood plant majority memory property tonight sport science each also religious seek success candidate.,Customer Support,2024-07-25,neutral,No,,No
624,4700,Sister stand second five suggest every position participant adult stand too check read myself candidate.,Product Quality,2024-05-25,negative,Yes,,No
625,3213,Cup TV better entire stock similar all season weight recently.,Pricing,2024-05-20,positive,No,15.833024640592665,Yes
626,4346,Lead dream candidate almost pick near especially claim stand hear.,Customer Support,2024-08-08,negative,No,,No
627,2251,Fire your law civil player take skin Congress whether little ability like audience nearly.,Product Quality,2024-05-21,neutral,No,,Yes
628,3717,Couple whose adult need act item sell television.,Customer Support,2024-06-25,neutral,Yes,,Yes
629,2452,Remain available oil development be.,Pricing,2024-07-21,positive,No,,No
630,3871,Budget person keep.,Customer Support,2024-09-01,negative,Yes,,Yes
631,1644,Daughter experience participant also executive against whole both seem fear ok represent close.,Pricing,2024-06-20,negative,No,,Yes
632,2990,Raise nice news born else rather really.,Pricing,2024-04-15,positive,No,56.08083056179108,No
633,2205,Strong require front generation these particular.,Customer Support,2024-07-27,neutral,Yes,,No
634,4981,Many close positive there yourself so never suffer either describe society grow.,Pricing,2024-09-07,neutral,No,,No
635,4712,Evidence address question today leave could catch process radio doctor relationship lot financial memory address.,Customer Support,2024-08-19,neutral,No,50.03191104777074,No
636,3627,Yourself smile eight professional kid blue better professional.,Pricing,2024-04-29,positive,No,19.02964660135047,No
637,2157,Economic tree western realize doctor environment but break debate spring final coach information list mean rich put.,Customer Support,2024-03-31,positive,No,50.665602632586044,No
638,2917,Late scene project agent speech care in.,Pricing,2024-08-15,negative,No,24.328283148493973,Yes
639,4909,Reason yes method project law bring Democrat source world.,Product Quality,2024-08-11,neutral,Yes,,No
640,3915,Environment how new economic item concern approach say can that best myself person six number.,Pricing,2024-08-06,positive,No,46.49902682969461,Yes
641,3173,Role become keep know.,Product Quality,2024-06-03,positive,No,24.21307244861091,Yes
642,3678,Against treat difficult owner a end next hope right item just.,Delivery,2024-08-07,positive,Yes,50.58339233830879,No
643,1629,Card beyond long great most determine parent people sit my.,Customer Support,2024-08-19,negative,Yes,,Yes
644,2357,Air point dream million author tell other across.,Customer Support,2024-01-09,negative,Yes,,Yes
645,1460,Protect material practice quality manager while Democrat about past area audience six wind.,Product Quality,2024-07-05,negative,No,,No
646,3699,Pretty fly side pick suggest while technology professional ask customer her issue sometimes social effect cause.,Product Quality,2024-01-14,positive,Yes,,No
647,2511,Direction financial stay in party create author finish resource should.,Delivery,2024-01-26,negative,No,57.13860837286084,No
648,2569,Tough north popular.,Product Quality,2024-07-22,negative,Yes,22.457503395102233,No
649,4762,Understand daughter national early never car plan.,Delivery,2024-05-12,positive,Yes,,No
650,2421,Management all song right year.,Product Quality,2024-03-11,positive,Yes,13.98123829898448,No
651,1918,Store just friend agent close black institution.,Product Quality,2024-08-24,negative,Yes,,Yes
652,4827,Gun free impact cultural her north another claim nation.,Customer Support,2024-06-26,positive,Yes,36.393035893884715,No
653,4842,Product staff human same edge live.,Pricing,2024-01-19,neutral,Yes,,No
654,3059,Turn better various social produce none Republican college authority.,Delivery,2024-04-17,negative,No,,Yes
655,1710,Early treatment evidence least.,Customer Support,2024-08-21,neutral,No,,No
656,2201,Prepare himself understand this offer water partner yard course environment movement career also.,Delivery,2024-06-23,negative,No,14.943984925765532,Yes
657,3377,Whole rich what will off notice white start able kitchen avoid.,Product Quality,2024-07-25,neutral,No,,Yes
658,2098,Most agree organization thousand she really.,Customer Support,2024-08-02,neutral,No,56.65972715260638,Yes
659,2340,Budget need assume hour dinner employee commercial local language.,Product Quality,2024-01-17,neutral,Yes,,Yes
660,3988,Right thousand policy name place because mouth kitchen sister.,Pricing,2024-02-12,neutral,Yes,,Yes
661,3433,Late across first whatever quickly green method despite term campaign face foreign sell skin.,Customer Support,2024-02-19,positive,Yes,,Yes
662,1362,Cost break necessary provide eat state give great type organization success recently word later least.,Product Quality,2024-02-06,positive,No,45.50165564976585,Yes
663,4335,Major hot street conference then reduce development able.,Product Quality,2024-01-02,positive,Yes,,No
664,2972,Of meeting institution bar early accept question room.,Pricing,2024-03-17,neutral,Yes,44.35857456842585,Yes
665,1852,Sport along between spend treat focus claim expert employee over join alone authority pattern even realize.,Pricing,2024-02-18,negative,No,47.362790671810345,Yes
666,2014,Especially section daughter threat beat more bring maybe.,Customer Support,2024-05-02,neutral,Yes,,Yes
667,1409,True perform save pay study my not machine owner TV little.,Pricing,2024-05-13,positive,No,,Yes
668,3326,Forward hear science line design increase lead many nor eye away.,Customer Support,2024-07-18,negative,Yes,50.230019492448996,No
669,4574,Although everything smile.,Customer Support,2024-05-27,negative,No,24.436197728577078,No
670,3573,Store laugh message.,Customer Support,2024-04-03,positive,No,55.07253739546287,No
671,3924,Under without region happy interesting couple behavior drive drop family.,Customer Support,2024-07-12,neutral,Yes,,No
672,1545,Relate ball decision family along later guy good not opportunity.,Pricing,2024-08-16,negative,No,22.34907024681639,No
673,3846,Drop sea city generation guess month loss tax race.,Delivery,2024-05-31,negative,Yes,21.49554048987106,Yes
674,1954,Agreement kind evening certainly behavior.,Delivery,2024-04-13,positive,Yes,,Yes
675,2337,Understand manager population plant best page health area.,Pricing,2024-04-24,neutral,No,,No
676,1313,Whole laugh together make.,Product Quality,2024-09-10,neutral,Yes,59.46936975662266,No
677,4423,Fast cold Republican person guess election grow you officer manager power herself whether movement weight heart prove allow.,Product Quality,2024-06-04,neutral,No,25.460402823101116,Yes
678,4153,Whether finally everything see she rise institution instead seven key yard.,Product Quality,2024-05-04,negative,Yes,,Yes
679,2434,Summer wife they event instead identify dream politics.,Delivery,2024-03-13,negative,No,,Yes
680,3357,Floor network around gun live cup.,Delivery,2024-02-27,negative,Yes,16.427947127068585,No
681,3815,Senior price account lawyer arm company whose piece book consumer defense college.,Customer Support,2024-06-05,positive,No,,Yes
682,2132,Another arm hour question identify hit.,Product Quality,2024-06-27,neutral,Yes,36.396559610484715,No
683,2070,Past spring worker explain.,Delivery,2024-08-29,neutral,Yes,37.13035558780932,No
684,4366,Fast lot say number table follow significant firm.,Product Quality,2024-04-15,negative,Yes,,No
685,3146,Citizen message fly page security.,Pricing,2024-08-29,negative,Yes,42.65776616940443,No
686,4762,Free decision career may risk record purpose officer look.,Pricing,2024-07-09,negative,No,40.14924756624714,No
687,3299,Set Mr expert range outside true argue much his.,Delivery,2024-01-18,positive,Yes,58.71069071446205,Yes
688,4627,Mother sea likely statement program claim chance down.,Product Quality,2024-07-19,negative,Yes,10.583481306382366,No
689,4087,Check worker local everything tough side career seat little.,Delivery,2024-01-28,negative,No,51.40992496047542,No
690,3206,Sit later Mrs focus effect whose board life support alone.,Delivery,2024-04-10,neutral,Yes,27.98043651906504,Yes
691,1639,Tree cell positive method media during direction list structure him fund push beat ask southern east.,Pricing,2024-07-18,neutral,Yes,49.861964181753834,No
692,3357,Instead serve remember each myself usually popular.,Customer Support,2024-04-23,neutral,No,,Yes
693,2842,Including PM mean wear stage candidate recently act either determine early recognize go once visit.,Delivery,2024-01-10,neutral,Yes,,Yes
694,2735,But and its five town left treat very stage.,Delivery,2024-08-27,negative,Yes,,No
695,2992,Success bad stuff prevent attack hospital participant radio discuss now now order media civil thought fund life organization music.,Customer Support,2024-06-01,neutral,No,,No
696,1670,Discover hard east situation strategy where inside order which painting read view market report thank than.,Customer Support,2024-05-20,positive,Yes,24.334044930929185,Yes
697,4448,Pull lawyer whole several station.,Product Quality,2024-06-26,neutral,Yes,,Yes
698,4548,Our ten take sea billion article there measure might whole.,Pricing,2024-07-19,positive,No,,Yes
699,1055,Respond foreign service center game.,Product Quality,2024-09-11,negative,Yes,28.614156407465742,No
700,4273,Sign ever forward available like truth per eat responsibility.,Pricing,2024-02-19,negative,No,,Yes
701,1760,Land take opportunity easy practice life respond movement source build seven score mind value little professional sense.,Pricing,2024-04-05,negative,Yes,,Yes
702,2550,Expect process important design.,Customer Support,2024-08-06,positive,No,33.931705071081254,Yes
703,1842,Movement glass partner executive least exist themselves knowledge environment.,Product Quality,2024-01-24,neutral,Yes,38.551936770132954,No
704,1691,Chair office measure get team situation stand her either member.,Product Quality,2024-07-30,positive,No,,Yes
705,3498,Begin effect recently let.,Product Quality,2024-03-03,neutral,No,40.531006118015185,No
706,3005,Growth apply during meeting listen father west two certainly difficult half work technology call director air how.,Product Quality,2024-02-20,negative,No,,No
707,3077,Bag picture evidence brother usually north tonight up call bad card position man add long.,Pricing,2024-07-08,positive,Yes,24.597463399832233,Yes
708,1948,Behind play project specific reduce matter that play space study able.,Delivery,2024-02-26,neutral,Yes,18.38674649029888,No
709,3020,Important heart certainly vote care education foreign former.,Customer Support,2024-09-05,negative,No,30.07718509958036,Yes
710,2616,Great wonder well trouble leader decade skill social support whole thought blood ahead.,Delivery,2024-01-07,neutral,No,56.79821291145989,No
711,1618,There glass science growth fall local car.,Product Quality,2024-02-12,neutral,No,,No
712,4503,Finish lead room wind decide soon dinner expert fire simply surface decide practice.,Product Quality,2024-06-03,neutral,Yes,59.046700785461,No
713,4925,Receive staff understand indeed opportunity.,Customer Support,2024-04-11,positive,Yes,,Yes
714,2237,Their serve page table attorney budget.,Customer Support,2024-06-26,negative,Yes,55.99045508193398,No
715,3066,Smile serve how significant second above.,Pricing,2024-02-16,positive,No,,Yes
716,4936,Foreign drop lose kid wear read admit.,Pricing,2024-05-15,positive,Yes,,No
717,4446,Agent ask have course something both get appear including action memory picture indeed sport floor.,Product Quality,2024-02-03,positive,No,25.688761262538648,No
718,1165,A common president market leader local we table clearly world buy employee.,Product Quality,2024-07-04,negative,No,,Yes
719,1120,Professor cup treat thus life condition miss by.,Customer Support,2024-03-22,negative,No,,Yes
720,4940,Sometimes someone force action event five.,Customer Support,2024-05-11,neutral,Yes,,Yes
721,1031,Artist leader those cover believe provide tree your why rest claim.,Customer Support,2024-08-18,neutral,No,,No
722,3285,Ago by father religious group oil land spend side now day number likely sort.,Customer Support,2024-03-03,neutral,No,50.73241835574052,Yes
723,3050,One attention with community sister.,Delivery,2024-01-28,neutral,No,26.967959158942303,No
724,1731,Step long continue anything wind enjoy lawyer recent stuff clearly degree low notice.,Pricing,2024-02-07,negative,No,,No
725,1335,Word television skin tell along place their.,Product Quality,2024-07-24,neutral,No,29.715590403002032,Yes
726,4891,Manager half within support mouth skill.,Product Quality,2024-02-26,negative,Yes,31.654242301053422,No
727,4061,Five never old young movie he down draw.,Delivery,2024-08-24,neutral,Yes,12.950666522683303,Yes
728,3631,If theory statement agreement.,Product Quality,2024-08-05,positive,No,57.19304797700886,No
729,4295,Republican once try store may TV daughter whatever paper.,Pricing,2024-08-01,negative,Yes,42.964776584101244,No
730,4921,Shake different others including fact music eat group political all life about continue cup.,Pricing,2024-03-13,positive,Yes,57.16159894061544,No
731,2694,Election inside old stuff responsibility unit wonder political something pretty assume true again would note wrong adult student although huge.,Pricing,2024-01-13,positive,Yes,17.174989722409187,No
732,3287,Condition off north man serve look than poor.,Delivery,2024-02-13,negative,No,,Yes
733,1952,Kitchen eight candidate fish laugh structure six yard soon arm management child increase space father than left.,Customer Support,2024-04-19,neutral,No,,No
734,4267,Forward past stage ok newspaper his security.,Product Quality,2024-08-05,positive,No,,Yes
735,1249,Professional study dream better assume cause east someone.,Customer Support,2024-02-15,positive,Yes,,Yes
736,3150,These red film smile far mouth mission such soldier certainly.,Customer Support,2024-04-07,neutral,Yes,54.82377806465676,No
737,4201,Paper charge letter series raise speech perhaps during business degree treat.,Pricing,2024-02-15,negative,No,,Yes
738,2936,Send power quickly bit.,Customer Support,2024-01-19,positive,No,39.169699445299486,No
739,1604,Car provide family than sure do board.,Customer Support,2024-06-08,neutral,Yes,,No
740,3289,Game stop health seem news top series offer when.,Product Quality,2024-07-07,neutral,No,57.69826265415222,No
741,2785,Order free news live popular building mission lot create month against Mr pull for.,Pricing,2024-09-10,neutral,No,50.53898133517518,No
742,2305,Building where forget sport provide police play sound where community.,Delivery,2024-02-09,negative,Yes,,No
743,3428,Huge southern usually especially child oil enjoy produce home.,Product Quality,2024-08-03,positive,No,,No
744,4443,Ask better article law Mr she development partner letter degree.,Delivery,2024-08-04,positive,Yes,28.2961575109124,Yes
745,4495,Thousand citizen evidence bit back goal capital.,Customer Support,2024-09-08,positive,Yes,,No
746,2201,Doctor second keep speech want condition positive fire report that country there sometimes activity.,Customer Support,2024-07-23,negative,Yes,37.56561959585592,Yes
747,4033,Paper center there rule become pattern ten discuss shoulder point.,Customer Support,2024-02-16,neutral,Yes,14.830387860369878,No
748,3744,Save sign culture ahead fight wonder mean behavior.,Pricing,2024-08-17,neutral,Yes,49.64921236045708,Yes
749,3760,Nation other four long soldier always need often course really ever message meeting stock.,Product Quality,2024-06-20,neutral,Yes,,Yes
750,2614,Six system she once southern travel country require.,Product Quality,2024-03-14,positive,No,55.45091758563956,No
751,1596,Piece share better deal police ball maintain collection area short son.,Customer Support,2024-05-06,negative,No,,Yes
752,4503,Weight same produce suddenly source professor sister feeling assume.,Product Quality,2024-05-21,positive,No,,Yes
753,1619,Share always drug own value rock common glass science main quality raise action relate yard.,Pricing,2024-02-14,neutral,Yes,,Yes
754,2915,Live relate might power entire seem.,Product Quality,2024-08-13,positive,No,,No
755,2618,Season understand town item church near heavy form partner social itself industry less.,Delivery,2024-09-10,neutral,No,,No
756,2682,Security animal case point since wife herself compare between fear rule job.,Product Quality,2024-04-17,negative,Yes,,No
757,2157,Natural name fill people together plant.,Delivery,2024-04-12,negative,No,42.907299658769254,No
758,4369,Ready close audience process check business fact least rule special scene.,Product Quality,2024-08-15,negative,No,,No
759,3264,Fall center music rule age enter.,Pricing,2024-01-01,negative,Yes,,Yes
760,2612,Realize relationship attorney reflect cause federal short few hot indicate responsibility.,Customer Support,2024-02-17,neutral,Yes,,Yes
761,4610,Find remember community who.,Product Quality,2024-04-03,neutral,No,14.3001929732013,No
762,1155,Apply leave gas decision may health leader baby floor.,Pricing,2024-06-23,negative,Yes,,Yes
763,4824,Citizen food argue method foreign on participant human would method.,Pricing,2024-02-12,positive,No,19.160245735230262,Yes
764,1138,College light argue week debate me main central another ahead trial kitchen.,Product Quality,2024-07-07,positive,No,,No
765,1501,Watch ok trouble federal answer yes institution.,Delivery,2024-04-27,negative,Yes,,Yes
766,3871,Raise bit say management watch avoid them clear.,Pricing,2024-09-06,neutral,Yes,37.30220534294975,No
767,4440,Thank true letter several win exactly.,Pricing,2024-06-28,negative,No,45.83543718150523,No
768,4760,Time not matter culture recently material fight natural environment own unit war decade role others.,Customer Support,2024-04-01,positive,No,,No
769,2932,By management mind large ready involve cultural hospital.,Customer Support,2024-02-21,negative,Yes,,No
770,2681,Couple safe education around natural never early determine.,Delivery,2024-01-01,negative,No,34.140096291417905,No
771,3686,Art answer fine billion decide blood answer year account.,Pricing,2024-07-22,neutral,Yes,56.47033447719638,Yes
772,1682,Realize serve size threat movement reach gas attention.,Pricing,2024-02-11,neutral,No,56.39625408072071,Yes
773,4080,Paper notice far energy grow agent sound.,Pricing,2024-05-07,negative,Yes,,No
774,2468,Eye individual Democrat edge air floor born toward six vote fight clear.,Customer Support,2024-06-30,neutral,Yes,,Yes
775,4854,Late phone may still around current so again table thousand ground behind wear improve visit whether spend too society.,Product Quality,2024-03-23,neutral,No,,Yes
776,1668,Parent population camera lot eight yes tough now professor relate.,Delivery,2024-08-09,positive,No,31.15419450224741,Yes
777,2893,Site race property artist Republican parent write side eight although.,Product Quality,2024-05-29,neutral,Yes,44.89959982732245,Yes
778,4440,Value eat already material early must their guy approach health according door yet free difference.,Customer Support,2024-05-09,neutral,No,,No
779,3376,Own tax recent between church study name baby current process concern between summer message country common.,Pricing,2024-08-30,negative,Yes,,No
780,3332,Stage instead mouth this include get alone generation.,Product Quality,2024-01-01,negative,No,,No
781,3549,Poor positive business three study environment believe should take program since other could less eight customer they cell.,Customer Support,2024-07-14,negative,Yes,,No
782,1875,Use consider institution put suddenly.,Customer Support,2024-02-17,negative,No,,No
783,4934,Economic past himself fine try four develop number water bad season especially up.,Customer Support,2024-07-07,positive,No,,Yes
784,4651,Age chance science alone wind move.,Pricing,2024-03-26,neutral,Yes,35.85767981161577,No
785,1131,Suddenly little name smile mind speak.,Pricing,2024-04-06,negative,Yes,19.24588680449781,Yes
786,1694,Include require next like inside help send age test task many will traditional air yourself benefit follow memory rise blue.,Customer Support,2024-08-03,positive,No,,No
787,1520,Health wish product movement three above same success thousand air hotel all television audience.,Product Quality,2024-06-20,neutral,No,,Yes
788,4742,Offer administration executive push decide evening mention key.,Delivery,2024-08-08,neutral,Yes,55.74591481303268,No
789,3142,Lot film party artist government girl main rather country group feel model.,Pricing,2024-07-21,positive,Yes,,Yes
790,4416,Check bag hot candidate else section.,Customer Support,2024-08-14,positive,Yes,,No
791,3817,Southern cultural vote school study artist campaign since happy southern.,Pricing,2024-07-24,neutral,Yes,,Yes
792,1638,Every executive quickly state hospital lead citizen.,Pricing,2024-03-26,neutral,No,30.665301414465198,Yes
793,4344,Say model it serious.,Pricing,2024-04-08,neutral,No,,No
794,4907,Even available chair increase week song these finish about common raise sister value.,Product Quality,2024-05-26,positive,Yes,,Yes
795,2213,Near certainly student message realize mean win trade cultural pressure.,Customer Support,2024-03-29,negative,No,,No
796,4386,Theory mention fly coach while.,Delivery,2024-06-14,negative,No,22.720048981457296,No
797,3173,Director move nothing.,Customer Support,2024-08-24,negative,No,,No
798,4621,Guy discussion city scientist main explain direction film who data.,Pricing,2024-03-18,neutral,No,22.946703065237337,Yes
799,4502,Serve pressure church much social.,Product Quality,2024-01-18,negative,Yes,15.556230653870797,Yes
800,2099,Dream meet thank direction involve each fine blood.,Product Quality,2024-02-23,neutral,No,41.67781860261469,Yes
801,1895,Example mention hundred land.,Delivery,2024-02-09,negative,No,24.58012195832866,No
802,4730,Be stay business involve back recognize.,Pricing,2024-03-19,neutral,No,,No
803,1976,Rather memory these compare central building language performance usually very north so response song only prevent nor head fact.,Delivery,2024-05-05,neutral,No,,No
804,2738,Within cover everybody produce difference rate beyond occur store notice store training shake arm industry treat appear once.,Pricing,2024-04-04,positive,No,56.925221593392216,Yes
805,2844,Information without play.,Customer Support,2024-02-18,neutral,No,,No
806,2343,Energy none participant girl section certain black job.,Pricing,2024-08-05,neutral,Yes,35.112755819854115,No
807,1197,Entire remain hope still American call answer fine record.,Product Quality,2024-07-09,neutral,No,27.893067422565174,No
808,2907,Major protect back doctor too.,Delivery,2024-04-07,positive,Yes,40.183191023887225,Yes
809,4372,Claim drug down what language follow best never down movie imagine stay.,Pricing,2024-08-30,negative,Yes,51.09894420076687,No
810,1178,Old prove collection upon seven college material subject name gas scientist size worry near main ok from answer.,Product Quality,2024-02-15,negative,Yes,,Yes
811,2930,Good director wrong trade standard put economic together side data future start.,Product Quality,2024-06-30,neutral,Yes,19.987512437853386,No
812,4026,Owner fear radio report two build option.,Pricing,2024-03-24,negative,Yes,36.058036165924406,No
813,4592,Local sea available tend name mean.,Pricing,2024-07-05,negative,Yes,54.072711537408075,No
814,1334,Recently structure how skill win human positive green environment.,Product Quality,2024-02-05,neutral,No,40.35098091978941,Yes
815,3489,Truth when once there method necessary feeling through baby black.,Pricing,2024-03-10,positive,No,30.640165982983284,Yes
816,1488,Staff boy will southern here now.,Customer Support,2024-03-15,positive,No,,Yes
817,1433,Become treatment class paper leave score kind there read door these.,Pricing,2024-02-27,neutral,No,,No
818,4535,Everything rate stuff three old magazine then simple throughout statement one place cause senior the dog leader bed.,Product Quality,2024-02-07,negative,Yes,,Yes
819,4252,Consumer management walk marriage catch save computer consider dog eat its speech site indeed affect American.,Product Quality,2024-04-18,negative,Yes,,Yes
820,2636,No color glass claim serious place strategy direction side up.,Customer Support,2024-08-23,negative,No,,Yes
821,3376,Develop college seat since entire unit start ago stay.,Pricing,2024-01-21,positive,No,,No
822,3478,Half Democrat though size.,Pricing,2024-03-01,neutral,No,19.991589931686086,No
823,4739,Five add exactly structure book college hear close quickly think kid message minute.,Pricing,2024-02-06,negative,Yes,,Yes
824,3027,Type national born hot dark discuss since capital decade arm plan.,Product Quality,2024-03-05,negative,No,25.16252406943785,No
825,2330,Hair win couple add discussion investment college skill road now sign boy poor explain.,Customer Support,2024-04-24,positive,Yes,29.699432720587502,No
826,4808,Lot our from threat recognize site rest movie never.,Pricing,2024-04-12,negative,Yes,23.010077081794954,No
827,4679,Continue morning daughter current car song audience.,Customer Support,2024-02-18,neutral,Yes,,No
828,1176,Relationship father thank art explain police sit appear tonight whom all how possible note economic ask explain bad hear chance.,Delivery,2024-02-29,neutral,No,,No
829,2170,Its race everything skill poor surface hand number alone.,Pricing,2024-05-26,negative,No,49.386908258506004,No
830,1110,Fund recent fine five modern.,Product Quality,2024-05-29,negative,No,,No
831,2840,Thank day see he wonder later number.,Pricing,2024-02-15,neutral,Yes,,Yes
832,2101,Nothing brother bank firm sport.,Delivery,2024-06-16,negative,No,11.285711034101483,Yes
833,2264,Good blood fight family up blood much author big.,Pricing,2024-06-21,positive,No,,Yes
834,3152,Leg baby while eight generation.,Delivery,2024-01-14,neutral,No,,No
835,4905,Explain training glass rule way public.,Customer Support,2024-06-13,neutral,Yes,,Yes
836,3989,Her choose suggest who participant attorney edge eat professional page.,Customer Support,2024-03-06,negative,Yes,,No
